1.556100000000000000e+04	8.300000000000000000e+01	9.325000000000000000e+02	5.405000000000000000e+02
1.556200000000000000e+04	8.300000000000000000e+01	9.255000000000000000e+02	5.405000000000000000e+02
1.556300000000000000e+04	8.300000000000000000e+01	9.175000000000000000e+02	5.405000000000000000e+02
1.556400000000000000e+04	8.300000000000000000e+01	9.085000000000000000e+02	5.405000000000000000e+02
1.556500000000000000e+04	8.300000000000000000e+01	8.990000000000000000e+02	5.405000000000000000e+02
1.556600000000000000e+04	8.300000000000000000e+01	9.005000000000000000e+02	5.405000000000000000e+02
1.556700000000000000e+04	8.300000000000000000e+01	8.915000000000000000e+02	5.405000000000000000e+02
1.556800000000000000e+04	8.300000000000000000e+01	8.875000000000000000e+02	5.405000000000000000e+02
1.556900000000000000e+04	8.300000000000000000e+01	8.800000000000000000e+02	5.405000000000000000e+02
1.557000000000000000e+04	8.300000000000000000e+01	8.710000000000000000e+02	5.405000000000000000e+02
1.557100000000000000e+04	8.300000000000000000e+01	8.625000000000000000e+02	5.405000000000000000e+02
1.557200000000000000e+04	8.300000000000000000e+01	8.545000000000000000e+02	5.405000000000000000e+02
1.557300000000000000e+04	8.300000000000000000e+01	8.475000000000000000e+02	5.405000000000000000e+02
1.557400000000000000e+04	8.300000000000000000e+01	8.415000000000000000e+02	5.405000000000000000e+02
1.557500000000000000e+04	8.300000000000000000e+01	8.360000000000000000e+02	5.405000000000000000e+02
1.557600000000000000e+04	8.300000000000000000e+01	8.310000000000000000e+02	5.405000000000000000e+02
1.557700000000000000e+04	8.300000000000000000e+01	8.255000000000000000e+02	5.405000000000000000e+02
1.557800000000000000e+04	8.300000000000000000e+01	8.205000000000000000e+02	5.405000000000000000e+02
1.557900000000000000e+04	8.300000000000000000e+01	8.160000000000000000e+02	5.405000000000000000e+02
1.558000000000000000e+04	8.300000000000000000e+01	8.115000000000000000e+02	5.405000000000000000e+02
1.558100000000000000e+04	8.300000000000000000e+01	8.075000000000000000e+02	5.405000000000000000e+02
1.558200000000000000e+04	8.300000000000000000e+01	8.035000000000000000e+02	5.405000000000000000e+02
1.558300000000000000e+04	8.300000000000000000e+01	8.000000000000000000e+02	5.405000000000000000e+02
1.558400000000000000e+04	8.300000000000000000e+01	7.965000000000000000e+02	5.405000000000000000e+02
1.558500000000000000e+04	8.300000000000000000e+01	7.925000000000000000e+02	5.405000000000000000e+02
1.558600000000000000e+04	8.300000000000000000e+01	7.895000000000000000e+02	5.405000000000000000e+02
1.558700000000000000e+04	8.300000000000000000e+01	7.870000000000000000e+02	5.405000000000000000e+02
1.558800000000000000e+04	8.300000000000000000e+01	7.835000000000000000e+02	5.405000000000000000e+02
1.558900000000000000e+04	8.300000000000000000e+01	7.800000000000000000e+02	5.405000000000000000e+02
1.559000000000000000e+04	8.300000000000000000e+01	7.765000000000000000e+02	5.405000000000000000e+02
1.559100000000000000e+04	8.300000000000000000e+01	7.730000000000000000e+02	5.405000000000000000e+02
1.559200000000000000e+04	8.300000000000000000e+01	7.690000000000000000e+02	5.405000000000000000e+02
1.559300000000000000e+04	8.300000000000000000e+01	7.650000000000000000e+02	5.405000000000000000e+02
1.559400000000000000e+04	8.300000000000000000e+01	7.605000000000000000e+02	5.405000000000000000e+02
1.559500000000000000e+04	8.300000000000000000e+01	7.560000000000000000e+02	5.405000000000000000e+02
1.559600000000000000e+04	8.300000000000000000e+01	7.515000000000000000e+02	5.405000000000000000e+02
1.559700000000000000e+04	8.300000000000000000e+01	7.480000000000000000e+02	5.405000000000000000e+02
1.559800000000000000e+04	8.300000000000000000e+01	7.435000000000000000e+02	5.405000000000000000e+02
1.559900000000000000e+04	8.300000000000000000e+01	7.395000000000000000e+02	5.405000000000000000e+02
1.560000000000000000e+04	8.300000000000000000e+01	7.350000000000000000e+02	5.405000000000000000e+02
1.560100000000000000e+04	8.300000000000000000e+01	7.315000000000000000e+02	5.405000000000000000e+02
1.560200000000000000e+04	8.300000000000000000e+01	7.280000000000000000e+02	5.405000000000000000e+02
1.560300000000000000e+04	8.300000000000000000e+01	7.245000000000000000e+02	5.405000000000000000e+02
1.560400000000000000e+04	8.300000000000000000e+01	7.215000000000000000e+02	5.405000000000000000e+02
1.560500000000000000e+04	8.300000000000000000e+01	7.190000000000000000e+02	5.405000000000000000e+02
1.560600000000000000e+04	8.300000000000000000e+01	7.165000000000000000e+02	5.405000000000000000e+02
1.560700000000000000e+04	8.300000000000000000e+01	7.140000000000000000e+02	5.405000000000000000e+02
1.560800000000000000e+04	8.300000000000000000e+01	7.115000000000000000e+02	5.405000000000000000e+02
1.560900000000000000e+04	8.300000000000000000e+01	7.095000000000000000e+02	5.405000000000000000e+02
1.561000000000000000e+04	8.300000000000000000e+01	7.075000000000000000e+02	5.405000000000000000e+02
1.561100000000000000e+04	8.300000000000000000e+01	7.060000000000000000e+02	5.405000000000000000e+02
1.561200000000000000e+04	8.300000000000000000e+01	7.040000000000000000e+02	5.405000000000000000e+02
1.561300000000000000e+04	8.300000000000000000e+01	7.020000000000000000e+02	5.405000000000000000e+02
1.561400000000000000e+04	8.300000000000000000e+01	7.005000000000000000e+02	5.405000000000000000e+02
1.561500000000000000e+04	8.300000000000000000e+01	6.995000000000000000e+02	5.405000000000000000e+02
1.561600000000000000e+04	8.300000000000000000e+01	6.980000000000000000e+02	5.405000000000000000e+02
1.561700000000000000e+04	8.300000000000000000e+01	6.970000000000000000e+02	5.405000000000000000e+02
1.561800000000000000e+04	8.300000000000000000e+01	6.950000000000000000e+02	5.405000000000000000e+02
1.561900000000000000e+04	8.300000000000000000e+01	6.935000000000000000e+02	5.405000000000000000e+02
1.562000000000000000e+04	8.300000000000000000e+01	6.915000000000000000e+02	5.405000000000000000e+02
1.562100000000000000e+04	8.300000000000000000e+01	6.890000000000000000e+02	5.405000000000000000e+02
1.562200000000000000e+04	8.300000000000000000e+01	6.865000000000000000e+02	5.405000000000000000e+02
